voice,speaker,text_ja
RYU_b122_038,bg,「ははは、なんだよ夏生ぃ！目つきの悪いいけすかないヤロウかと思ってたが、可愛いとこあるじゃねーか」
RYU_b122_039,bg,「初恋のお姉さんをおっかけてなぁ、くくく」
RYU_b122_040,bg2,「悪い悪い、からかうつもりはないんだ。なんか思ったより可愛かったからさぁ」
RYU_b122_041,bg2,「皆まで言うな。そのお姉さん捜し、手伝ってやる」
RYU_b122_042,bg2,「まぁ、バイトくらいならどうにかなるかも。なぁ、水菜萌」
RYU_b122_043,bg2,「そりゃまた……」
RYU_b122_044,bg2,「仕事、いいのがあれば紹介してやるよ。でも、あんまり期待しないでくれ。今この町は空前の不景気だからな」
RYU_b123_001,bgm,「固まるまでにしばらくかかるな」
RYU_b123_002,bg,「うちに廃車になった車のがある。中古でいいんだな？」
RYU_b123_003,bg,「泣き言言うな。俺だって辛いんだ」
RYU_b123_004,bg,「おまえ、上手になったな」
RYU_b123_005,bg,「先生？　夏生か？」
RYU_b123_006,bg,「なーんか怪しいなぁ。何を隠してる」
RYU_b123_007,bgm,「そういや夏生、さっき話してたハナちゃんってよぉ……」
RYU_b123_008,bgm,「もしかして、あのハナちゃんか」
RYU_b123_009,bgm,「うち、姉ちゃんいるし。上の姉ちゃんの先輩にいた気がする」
RYU_b123_010,bgm,「おまえこそ、なんでハナちゃん知ってんだよ」
RYU_b123_011,bgm,「屋上で遊んでんだろ」
RYU_b123_012,bgm,「下って……」
RYU_b123_013,bgm,「すんませんっ」
RYU_b123_014,bg,「ボート使わないと入れないのにか？」
RYU_b123_015,bgm,「飯を分けてやって……」
RYU_b123_016,bgm,「発電機が稼働し始めた後は、金網でも張るか」
RYU_b123_017,bg,「発電機、設置完了だ」
RYU_b123_018,bgm,「なーに“そういうの好きだろ？”みたいな顔して言ってんだよ夏生」
RYU_b123_019,bgm,「可愛いなぁ、ナツは」
RYU_b123_020,bgm,「そうだな、楽しいパーティのために、さっさと済ませるか」
RYU_b123_021,bgm,「上手くいってっかなぁ」
RYU_b123_022,bg,「大げさだっつーの。さっさとやっちまおうぜ」
RYU_b123_023,bg,「くっ……うるせーぞロボ子」
RYU_b123_024,bg,「おまえは先輩を敬え」
RYU_b123_025,bg,「そりゃ……」
RYU_b123_026,bg,「それだけじゃねえぞ。おまえがいなきゃ、こんな事しようと思わなかった」
RYU_b123_027,bg,「俺たちだけじゃ、思い付く事もできなかったんだよ。やっぱえれー学校行ってたヤツはちがうな」
RYU_b123_028,bgm,「泣くなよ、みっともねえな……ぐす」
RYU_b123_029,bgm,「ああ、ほんとにな……」
RYU_b123_030,bgm,「ああ……。俺たちは所詮、大人の言いなり。自分たちで何かを変える力なんかないって思ってた」
RYU_b123_031,bg,「俺たちだけでできたんだ」
RYU_b123_032,bgm,「夜が明るいと、いつまででも騒いでられるな」
RYU_b123_033,bgm,「なんだよナツ、もうおねむかよ」
RYU_b123_034,bgm,「大丈夫かよ。送ってってやろうか？」
RYU_b123_035,bgm,「ああ、またなナツ」
RYU_b123_036,bgm,「なんだ、また転校生か？」
RYU_b123_037,bg2,「いや、ハナちゃんだよな……」
RYU_b123_038,bg2,「マジかっ」
RYU_b123_039,bgm,「……それはいいがよぉ、なんでキャサリンなんだよ」
RYU_b124_001,bg,「ナツーー」
RYU_b124_002,bgm,「なぁ、ナツ。おまえ仕事探してるんだったよな」
RYU_b124_003,bgm,「それならよ、俺と一緒にサルベージ屋やらないか？」
RYU_b124_004,bgm,「おまえんとこの潜水艇を使うんだ」
RYU_b124_005,bgm,「なる！」
RYU_b124_006,bgm,「うちもそうだが、家が海に沈んじまった人は多い。引き揚げたくても引き揚げられない大切な物は、あるはずなんだよ」
RYU_b124_007,bgm,「ああ、おまえも手伝え。小遣いやるから」
RYU_b124_008,bgm,「よし決まりな。放課後、作戦会議だ」
RYU_b201_001,bgm,「よーし、んじゃ始めるか」
RYU_b201_002,bg,『ナツ、どうだ？』
RYU_b201_003,bg,『寝室は玄関入って２つ目の部屋だ。桐箪笥の一番上に目的の物は入っている』
RYU_b201_004,bg3,『了解。凜々花、網の用意だ。魚釣りで使う柄の長いヤツあるだろ』
RYU_b201_005,bg,「あいよー」
RYU_b201_006,bgm,「おつかれ、ナツ」
RYU_b201_007,bg,「丁寧で解りやすいよな。ナツのおかげで、俺の成績が上がっちまいそうだ」
RYU_b201_008,bg,「ロボットなら計算ができて当然だろ」
RYU_b201_009,bgm,「料理教室に通う新妻みたいな理由だな」
RYU_b201_010,bg,「なんか悔しいな。ナツ、俺らも部活やろうぜ」
RYU_b201_011,bg,「そりゃ軽音部だろ。バンドやってると女にモテる」
RYU_b201_012,bg,「大丈夫、楽器は俺が教えてやっから」
RYU_b201_013,bg,「うっせーよ。まあ、ナツはもう間に合ってるもんな」
RYU_b201_014,bg,「いや、なんも言ってねーし。つーか、こっちの会話聞いてたのかよ」
RYU_b201_015,bg,「そういやそうか」
RYU_b201_016,bg,「そうだな。おい凜々花、行くぞー」
RYU_b201_017,bg,「ハナちゃんに付いてこられたら、分け前要求されそうだ」
RYU_b201_018,bgm,「平気だって。俺が付いてるもんな」
RYU_b201_019,bgm,「それじゃ、さっさと帰るか」
RYU_b201_020,bg,「なぁナツ」
RYU_b201_021,bg,「水菜萌って、おまえの事好きだよな」
RYU_b201_022,bg,「ごまかすの下手だな、顔赤いぞ」
RYU_b201_023,bg,「全然気付いてなかったか？」
RYU_b201_024,bgm,「誰が見てもそうって感じだもんな。あいつ、すぐ顔に出るから。なぁ、凜々花」
RYU_b201_025,bgm,「あー、聞いてないのか。俺と水菜萌はいとこ同士だ」
RYU_b201_026,bgm,「だから遠慮すんな。つーかさ、あいつ素直すぎるって言うか、人を疑う事を知らないだろ？」
RYU_b201_027,bgm,「変な男にコロッと騙されそうで心配なんだ。ナツとくっついてくれると安心なんだがなぁ」
RYU_b201_028,bgm,「水菜萌じゃ不満か？いとこの俺が言うのもなんだが、可愛いだろ。家も地元の名士で裕福だし」
RYU_b201_029,bgm,「言ってやるな。ナツはウブなんだ」
RYU_b201_030,bgm,「水菜萌のヤツ、今頃おまえのために料理作ってるぞ」
RYU_b201_031,bgm,「賭けてもいい。もし作ってなかったら、俺が命の次に大事にしてるギターをおまえにやるよ」
RYU_b201_032,bgm,「楽しみだなぁ、ナツ」
RYU_b201_033,bgm,「俺じゃねーよ。引き揚げたのはナツだ」
RYU_b201_034,bgm,「そうだよ。発電機を造って学校に明かりを灯したのも、このナツだ」
RYU_b201_035,bg,「いいのかよ、富田さん」
RYU_b201_036,bgm,「じゃあな、富田さん」
RYU_b201_037,bg,「これっぽっちかぁ……」
RYU_b201_038,bgm,「実費を抜いたら儲けは小遣い程度だな」
RYU_b201_039,bgm,「すまん、ナツ。金を稼がなきゃいけないのに」
RYU_b201_040,bgm,「……なんか変わったな、ナツ」
RYU_b201_041,bgm,「柔らかくなったっつーか。初めて会った頃は、そんな優しく笑うヤツだと思ってなかった」
RYU_b201_042,bgm,「いいと思うぞ。今のナツの方が俺は好きだ」
RYU_b201_043,bgm,「なーに赤くなってんだよ、可愛いヤツめ」
RYU_b201_044,bg,「あーあ、町で電気が使えるようになんねーかなぁ。そしたらやれる事も増えるんだけどなぁ」
RYU_b201_045,bg,「でっかい発電機造って、町全体を昔みたいに明るくする事はできねーかな？」
RYU_b201_046,bg,「ナツでも無理かー」
RYU_b201_047,bgm,「水菜萌ー」
RYU_b201_048,bg,「ほらな？」
RYU_b201_049,bgm,「水菜萌、これを切り分けてくれ。ナツ、食ってくだろ」
RYU_b201_050,bgm,「サルベージ屋の報酬でもらったんだ。食っちまおうぜ」
RYU_b201_051,bg,「ハナちゃん先生、ちょうどいいところに」
RYU_b202_001,bg,「だからそう言ってるだろ」
RYU_b202_002,bg,「ナツさえその気なら、あいつは嫌とは言わないと思うぞ」
RYU_b202_003,bg,「素直になって、薔薇色の青春を送ろうぜ」
RYU_b202_004,bg,「マジかよ。誰だよいったい……」
RYU_b202_005,bg,「あ、もしかして、前に言ってた初恋のお姉さんか？」
RYU_b202_006,bg,「なるほどなー、初恋をまだ引きずってるってわけか」
RYU_b202_007,bg,「いくつくらいの人なんだ？」
RYU_b202_008,bg,「５つ上……ってーと今２３、４くらいか。その年齢の女っつったら……ハナちゃん先生？」
RYU_b202_009,bg,「いや、そう言うがな。ハナちゃん、昔は真面目でおとなしかったらしいぞ」
RYU_b202_010,bg,「女ってのは、急に化けるんだよ。うちの姉ちゃんもそうだった」
RYU_b202_011,bg,「まだ捜してないのか？」
RYU_b202_012,bg,「奥手なヤツめ。大人にもできないようなすげー事をやっちまうクセに。……そういうとこが可愛げなんだよな」
RYU_b202_013,bg,「よしわかった！　俺が見付けてやる」
RYU_b202_014,bg,「いいんだって。おまえには恩がある。俺、この町じゃ顔が利くからな」
RYU_b202_015,bg,「逢うかは置いといて、捜してみるだけでもいいだろう」
RYU_b202_016,bg,「通称・花屋のマリー。２３歳、ゆるふわ系美人。どうよ」
RYU_b202_017,bg,「よし、次だ」
RYU_b202_018,bg,「古書堂の店主の孫で、月の読書量が１００冊以下の男は交際を申し込む資格すらないという……」
RYU_b202_019,bg,「通称・本の迷宮に捕らわれし姫君。どうよ、ナツなら１００冊いけるだろう」
RYU_b202_020,bg,「なんだよー、ついに姫を攻略する男が現れるかと思ったのに」
RYU_b202_021,bg,「通称・ドランククイーン。居酒屋を主な生息地とするアルコールの妖精。酒と共に生き、酒と共に死ぬと公言している酒豪」
RYU_b202_022,bg,「テキーラ１００杯勝負に勝たないと、彼女を店から連れ出す事すらできないという……」
RYU_b202_023,bg,「見た感じどうよ、色素薄い系だろ？」
RYU_b202_024,bg,「瞳ねぇ。どんな色だったんだ？」
RYU_b202_025,bg,「深紅の瞳ねぇ」
RYU_b202_026,bgm,「よし、次だ！次は若くして“おふくろさん”の異名を持つ、惣菜屋の娘で……」
RYU_b202_027,bgm,「渚のマーメイドもちがったかー。となると、もう心当たりはないぞ」
RYU_b202_028,bgm,「……いや、一人いるな。うちの姉ちゃんが……そうなると、ナツが俺の弟に……いやこの場合義理の兄？」
RYU_b202_029,bgm,「？　うっす、おばさん」
RYU_b202_030,bgm,「おばさん、そのくらいで勘弁してやってください」
RYU_b202_031,bgm,「……えげつねーな、おばさん」
RYU_b202_032,bg,「やっぱもう町を出ちまってる可能性が高いな」
RYU_b202_033,bgm,「たまには冷たい炭酸が飲みてーな」
RYU_b202_034,bgm,「またその話か……。無理なんだよわりーけど」
RYU_b202_035,bgm,「あー、かもな。もう、昔みたいな綺麗な海岸線はなくなっちまったが」
RYU_b202_036,bgm,「もう一度整理してみよう」
RYU_b202_037,bgm,「まず、色素が薄い感じ……だったよな。髪が明るい色味で、サラサラのロング」
RYU_b202_038,bgm,「物静かな綺麗な女性で、見た感じ５つくらい年上」
RYU_b202_039,bgm,「で、赤い瞳……」
RYU_b202_040,bg,「アトリにねぇ……」
RYU_b202_041,bgm,「なぁ、ナツ。おまえその頃、いくつだったんだ？」
RYU_b202_042,bgm,「て事は、その人は１４歳前後……ちょうどアトリくらいの見た目か」
RYU_b202_043,bg,「色素の薄い髪でサラサラのロング」
RYU_b202_044,bg,「身長１４０センチちょっとで、見た目の年齢は１４歳くらい」
RYU_b202_045,bg,「瞳はルビーのように赤い……」
RYU_b202_046,bgm,「なぁ、アトリ」
RYU_b202_047,bgm,「おまえって、いつ頃、のん子さんのとこに来たんだ？」
RYU_b202_048,bgm,「て事は、８年くらい前にいたとしても不思議じゃないのか」
RYU_b202_049,bgm,「こいつは８年前から姿形は変わってないんだよな？って事は、間違いないだろう！」
RYU_b202_050,bgm,「でも、おまえの挙げた特徴、全部当てはまってるぞ」
RYU_b202_051,bgm,「いや、今日こいつずっと静かにしてたが、黙ってるとそういう雰囲気に見えるぞ」
RYU_b202_052,bgm,「でも、倉庫に近づく事は禁止されてたんだろう？」
RYU_b202_053,bgm,「故障もなく動いてる。初めて造ったにしちゃ優秀じゃないか」
RYU_b202_054,bgm,「コンクリで埋めちまうか」
RYU_b202_055,bgm,「そんな細かい事までメモするのか」
RYU_b202_056,bgm,「なるほど……学者先生の考える事はスケールが違うぜ」
RYU_b202_057,bgm,「なんだよロボ子、うらやましいのか？」
RYU_b202_058,bgm,「俺の方がＦＲＰの加工は上手かったがな」
RYU_b202_059,bgm,「やなこった」
RYU_b202_060,bgm,「うーん」
RYU_b202_061,bg,（おい、ナツ）
RYU_b202_062,bg,「さっきのあれは、ちょっとないんじゃないか？」
RYU_b202_063,bg,「アトリに対して、さすがに冷たすぎるって。おまえがつっこんでくれないと、俺までひでーやつみてえじゃん」
RYU_b202_064,bg,「おまえ、まさか」
RYU_b202_065,bg,「わかった。忘れてくれ」
RYU_b203_001,bg,「で、どうする気なんだ」
RYU_b203_002,bgm,「アトリの事だよ」
RYU_b203_003,bgm,「だって、おまえの初恋の人だったんだろう？」
RYU_b203_004,bgm,「アトリはのん子婆さんのとこにずっといたんだろう」
RYU_b203_005,bgm,「赤い瞳なんてそうそういねーし、ほぼ決まりだと思うんだがなぁ」
RYU_b203_006,bgm,「そこだよなぁ」
RYU_b203_007,bgm,「でもよぉ、どう見たってロボットにゃ見えないだろ」
RYU_b203_008,bgm,「俺はな、ナツ」
RYU_b203_009,bgm,「ナツの事も、アトリの事も気に入ってる」
RYU_b203_010,bgm,「まだ会ってあんま経ってねえけど、おまえらがいいヤツだってのは分かってるつもりだ」
RYU_b203_011,bgm,「だから、どんなに社会に反発されようと、おまえらを応援する」
RYU_b203_012,bgm,「それが言いたかったんだ」
RYU_b203_013,bgm,「奥手すぎるだろう、男ならガバッと行っちまえよ。一緒に住んでんだからさぁ」
RYU_b203_014,bgm,「どうした、急に真っ赤になって？」
RYU_b203_015,bgm,「今、なんか聞こえたな」
RYU_b203_016,bgm,「なんだって？」
RYU_b203_017,bgm,「あんた、ピアノなんか弾けるのか？」
RYU_b203_018,bg,「……ハナちゃん、ガキどもの心をしっかり掌握してんのな」
RYU_b203_019,bgm,「ギターならなぁ……ピアノはやった事ねーよ」
RYU_b203_020,bgm,「さすがのナツも、音楽の先生はやれないもんな」
RYU_b203_021,bg,「なんでもっと早く言わねーんだよっ！」
RYU_b203_022,bgm,「ああ……」
RYU_b203_023,bgm,「思わず聴き惚れちまったぜ」
RYU_b203_024,bgm,『どうだ、見つかったか』
RYU_b203_025,bgm,『座標はこの辺りのはずなんだが』
RYU_b203_026,bg,『何かあったのか？』
RYU_b203_027,bg,『だんだん陽が傾いてきた。暗くなる前に戻ってこい』
RYU_b203_028,bg,「お疲れ」
RYU_b203_029,bg,「なんだケーブルって」
RYU_b203_030,bg,「そのはずだ」
RYU_b203_031,bg,「しかしまいったな。難しい依頼だとは思っていたけどよ」
RYU_b203_032,bg,「まあ、失敗しても代金はもらえる約束だけど」
RYU_b203_033,bg,「そうだな」
RYU_b203_034,bg,「飯にしようぜ。腹減った」
RYU_b203_035,bg,「チクショウ、電波の入りがわりーな……」
RYU_b203_036,bg2,「がぁ～～……ぐぉぉ……」
RYU_b203_037,bg,「巨大な影を見た？」
RYU_b203_038,bgm,「赤く光っていたか？」
RYU_b203_039,bgm,「そいつは幽霊島だな。霧と共に現れる。地元の漁師の間で有名な都市伝説だ」
RYU_b203_040,bgm,「海を彷徨っているらしい」
RYU_b203_041,bgm,「それより仕事始めようぜ。今日中に終わらせて帰りたい」
RYU_b204_001,bg,「ついに告ったのか！！」
RYU_b204_002,bgm,「やるじゃねーかナツ！で、どうなった？」
RYU_b204_003,bgm,「ちゃんとハッキリ言ったんだろうな。変に遠回しな言い方してるとかじゃ」
RYU_b204_004,bgm,「……ヒューマノイドだもんな」
RYU_b204_005,bgm,「いやでも頑張ったって！ふられたわけじゃないんだろう？まだチャンスはある」
RYU_b204_006,bgm,「よし、今日は帰りになんかおごる。こないだの報酬ももらったしな」
RYU_b204_007,bgm,「たまには冷たいもの食いてーなぁ」
RYU_b204_008,bg,「何をやるんだ？」
RYU_b204_009,bgm,「まさか、男女別とは……ガチのやつじゃねーか」
RYU_b204_010,bgm,「こっちのが開放的でいいだろう」
RYU_b204_011,bgm,「……どうするナツ」
RYU_b204_012,bgm,「た……たしかに」
RYU_b204_013,bgm,「ええっ、俺！？」
RYU_b204_014,bgm,「いや、まあ……」
RYU_b204_015,bgm,「わ……わかった、任せろ！俺が男女のなんたるかを、おめえらに教えてやる！」
RYU_b204_016,bgm,「クソっ、俺たちも負けてらんねーぞ。おい、とおる」
RYU_b204_017,bgm,「この中で唯一のカノジョ持ちはおまえだ。聞かせてくれ、どうやってカノジョをゲットしたのか」
RYU_b204_018,bgm,「だからな、女ってのはこえーんだよ。外面めっちゃいいのに、家だとすげーからな」
RYU_b204_019,bgm,「結局は男も女も中身が大事って事よ！外見に騙されんなって話で……」
RYU_b204_020,bgm,「てなわけだ。頑張れよナツ！」
RYU_b204_021,bgm,「水菜萌ー、そっちはどんな授業したんだー？」
RYU_b204_022,bgm,「んだよ、いいだろちょっとくらい」
RYU_b204_023,bgm,「なっ……そんな過激な授業やったのか……？」
RYU_b204_024,bgm,「……やるなハナちゃん。てか、凜々花にもそんな話を聞かせたのか！」
RYU_b204_025,bgm,「んなっ！！？」
RYU_b204_026,bgm,「……何の話だ？」
RYU_b204_027,bgm,「そりゃ……すっげー過激な授業だよ。女子には聞かせらんねーような。なぁ、ナツ」
RYU_b206_001,bgm,「お、ナツも着替えてきたな。大丈夫なのか？」
RYU_b206_002,bg,「初等部の心配してる場合か」
RYU_b206_003,bg,「サルベージ屋やってんだし、船で生活してるんだ、泳げないとマズいだろ」
RYU_b206_004,bg,「俺も手伝ってやんよ」
RYU_b206_005,bg,「いやー、ナツみてーな完璧そうな奴にも弱点があると思うとな」
RYU_b206_006,bg,「いや、めっちゃ低いだろ。俺たちが見ててやっから、ほら」
RYU_b206_007,bg,「ぶわっははははははははははは！いいぞナツ～～～～その調子だ！」
RYU_b206_008,bg,「いいのか？　せっかくのハプニングなのに」
RYU_b206_009,bg,「なんだなんだ、すっかり尻に敷かれちまって。女ってやっぱ化けるな」
RYU_b207_001,bg,「今度こそ成功してほしい。じゃないと俺たちに未来はねーからな」
RYU_b207_002,bg,「おいナツ、昨日のニュース聴いたか？」
RYU_b207_003,bg,「計画は順調で、再来週の打ち上げは予定通り行われるだろうってよ」
RYU_b207_004,bgm,「なんだよナツ、微妙な顔して。ロケット計画に反対なのか？」
RYU_b207_005,bgm,「なら何が気に食わないんだよ」
RYU_b207_006,bgm,「え？」
RYU_b207_007,bg,「たしか、おまえの事をほったらかしてるって」
RYU_b207_008,bgm,「ほんじゃ俺は、凜々花を学校まで送ってくるわ。じゃあな、ナツ、アトリ」
RYU_b302_001,bg,「かったりぃよテストなんてよぉ～！」
RYU_b302_001a,大家,「もうすぐ夏休みです。が、その前に期末テストをします」
RYU_b302_002,bg,「マジかよ……俺らまともに授業やれてなかったってのに」
RYU_b302_003,bg,「凜々花、おめぇ言うようになったじゃねえか……」
RYU_b302_004,bgm,「期末テストが終わったら夏休みだ。しゃーねえ、頑張るか」
RYU_b302_005,bg,「どこ行ってたんだよナツ。サボりか？この程度のテスト、おまえなら朝飯前だろうけど」
RYU_b302_006,bg,「どうしたんだよ、おまえ。顔色が悪いぞ」
RYU_b302_007,bg,「何か心配事か……？」
RYU_b302_008,bg,「親父？　あのロケットのか」
RYU_b302_009,bg,「よかったじゃねーか！おまえはこんなところにいる器じゃねーよ」
RYU_b302_010,bg,「……」
RYU_b302_011,bg,「好きなの飲めよ、俺のおごりだ」
RYU_b302_012,bg,「くぅぅ～～…………冷てえソーダが飲みてーな！」
RYU_b302_013,bg,「よかったじゃないか、親父さんから連絡があって。おまえの事、見捨ててなかったんだな」
RYU_b302_014,bg,「でも、学費を工面してくれたんだろう？」
RYU_b302_015,bg,「それだって情だろう。どうでもいい相手なら罪の意識なんて湧いてこない」
RYU_b302_016,bg,「おい、ナツ」
RYU_b302_017,bg,「ナツ……」
RYU_b302_018,bg,「甘えたりもな」
RYU_b302_019,bg,「可愛いなぁ、ナツは」
RYU_b302_020,bg,「いや、悪かった。ナツがそう思ってんなら、いいんだ」
RYU_b302_021,bg,「俺だって、おまえがこの町に残ってくれる方が嬉しい。せっかくダチになれたんだし」
RYU_b302_022,bg,「なんだよ、珍しいな」
RYU_b302_023,bg,「？　なんでまた……」
RYU_b302_024,bg,「マジかよ……！？」
RYU_b302_025,bg,「変人だとか魔女だとか色々言われてたけど、のん子婆さんが幽霊島を造ったのか……」
RYU_b302_026,bg,「じゃあやっぱり兵器なのか？要塞みてーな島でミサイルとか積んでて……」
RYU_b302_027,bg,「おまえんとこの一家ってすげーのな……。親父さんはロケット、婆さんは島……」
RYU_b302_028,bg,「でも、なんでまたそこに行きたいんだ？のん子婆さんの研究を受け継ぐためか？」
RYU_b302_029,bg,「でもよぉ、あの島には近づこうとした漁船が、転覆事故を起こしている。いつも海流が荒い海に浮かんでいるんだ」
RYU_b302_030,bg,「親友の俺にしか頼めないってか。ナツにそこまで言われちゃ、断れねえな」
RYU_b302_031,bg,「いつにする？」
RYU_b302_032,bg,「わかった。じゃあ期末テストが終わったら、すぐ出発しよう」
RYU_b302_033,bg,「そのアトリはどこに行ったんだ」
RYU_b302_034,bgm,「そりゃ、そんなヨダレ垂らしそうな顔してりゃーな」
RYU_b302_035,bgm,「誰がアホだ、ポンコツ」
RYU_b302_036,bgm,「くっ、こいつ……」
RYU_b302_037,bgm,「どうした？」
RYU_b302_038,bgm,「ああそうしろ。さっさと帰って好きなだけイチャつけ」
RYU_b302_039,bg,「俺は結構いけた自信あるぜ。赤点はたぶん回避できただろうな」
RYU_b302_040,bg,「もう行くのか」
RYU_b302_041,bgm,「サルベージ屋の仕事……みたいなもんだ」
RYU_b302_042,bgm,「おめえは留守番だ。ちょっと危ないかもしれないからな」
RYU_b302_043,bgm,「言う事の聞けない奴はガキだ」
RYU_b302_044,bgm,「んじゃ、ちょっくら行ってくるわ」
RYU_b302_045,bgm,「わかってるって」
RYU_b302_046,bgm,「どうしてそんなに急ぐんだ？明日から暇な夏休みだぞ」
RYU_b302_047,bgm,「なんの時間だよ」
RYU_b302_048,bgm,「言いたくないなら、いいけどよ」
RYU_b302_049,bg,「凜々花も見送りに来たのか」
RYU_b302_050,bg,「こんな子供にまで心配させて、おまえってやつは」
RYU_b303_001,bgm,「幽霊島の居場所は、分かってるんだよな」
RYU_b303_002,bgm,「それじゃ、同じ場所に留まっていられないだろう」
RYU_b303_003,bgm,「まさか……意志を持って海を漂流している？」
RYU_b303_004,bg,「こっちの海流に乗って流され、この辺りで別のにぶつかって、今度はこちらに……」
RYU_b303_005,bg,「いやでもよぉ、幽霊島はいつも霧の中から現れるんだぜ？なんかあるって絶対」
RYU_b303_006,bg,「て事は、霧が目印になるって事か」
RYU_b303_007,bgm,「おまえ、そんな機能もあるのか」
RYU_b303_008,bgm,「それで、どうやって島に上陸する？」
RYU_b303_009,bg,「……」
RYU_b303_010,bg,「ナツ、時間がないって言ってたが、くれぐれもムチャはするなよ」
RYU_b303_011,bg,「前にも話したが、幽霊島に上陸しようとして転覆事故を起こした船の話もある」
RYU_b303_012,bg,「もし外から観察して上陸が難しそうなら、一旦引き返すんだ」
RYU_b303_013,bg,「な～に、夏休みは長いんだ。のんびり行こうぜ、相棒」
RYU_b303_014,bg,「わかった」
RYU_b303_015,bg,『はいよ、どうした』
RYU_b303_017,bgm,「なぁ、なんのために海底ケーブルに印を付けたんだ？」
RYU_b303_018,bgm,「通信ケーブルかなんかか」
RYU_b303_019,bgm,「なるほど。先手を打っておくというわけか」
RYU_b303_020,bgm,「いや、そういうおまえだから信頼できるんだ。ちゃんと先を見据えて考えてんだな」
RYU_b303_021,bgm,「うるせーよ。俺がいなきゃ、誰がシンカー下ろすんだよ」
RYU_b303_022,bgm,「はっはっは、感謝しろポンコツロボ子」
RYU_b303_023,bgm,「マジっぽい事を言うな」
RYU_b303_024,bgm,「うわっ、な、何、スマン、キツイ言い方して悪かったよっ」
RYU_b303_025,bgm,「そ、そうなのか……びびらせんなよ」
RYU_b303_026,bgm,「おいナツー」
RYU_b303_027,bgm,「腹減った。飯にしようぜー。水菜萌が持ってきてくれた弁当を食おう」
RYU_b303_028,bgm,「どうした、何があった……」
RYU_b303_029,bgm,「うおっ！！？　なんだありゃっ！！！」
RYU_b303_030,bgm,「待て、一旦離れるんだ！」
RYU_b303_031,bg,「待てって、あれを見ろ！」
RYU_b303_032,bg,「マジで転覆するぞ！今日のところは様子見して帰るんだ！」
RYU_b303_033,bg,「いいだろうが、数日くらい待てば！」
RYU_b303_034,bg,「なんだって？」
RYU_b303_035,bg,「やべえ、ぶつかるっ。離れるんだ！」
RYU_b304_001,bg,「ナツ！　アトリ！！」
RYU_b304_002,bgm,「無事でよかった……死んじまったかと思ったぞ！」
RYU_b304_003,bgm,「当たり前だろう、相棒！」
RYU_b401_001,bg,「ナツーー」
RYU_b401_002,bg,「ちょうどおまえんとこ行こうと思ってたんだよ！」
RYU_b401_003,bg,「見付けたぞ、おまえが言ってたやつ」
RYU_b401_004,bg,「そうそう、それ」
RYU_b401_005,bg,「まだだ。難しい事は俺じゃわからねーから、一緒に見に来てくれないか」
RYU_b401_006,bgm,「昔、どっかの大学と提携したプロジェクトで、丘の上に造ったって。おまえの言う通りだったな！」
RYU_b401_007,bgm,「“学者先生”の名前は、町中に知れ渡ってるからな」
RYU_b401_008,bgm,「町の人たちはみんな、おまえが蘇らせた学校の明かりに憧れてる」
RYU_b401_009,bgm,「他の誰かならいざ知らず、おまえが言うなら信じるさ」
RYU_b401_010,bgm,「明日から忙しくなりそうだな」
RYU_b401_011,bgm,「ブイを置いてきたのは大当たりだったな。さすがだぜナツ」
RYU_b401_012,bgm,「……アトリが死んじまうって本当か？」
RYU_b401_013,bgm,「マジかよ……」
RYU_b401_014,bgm,「どうにかならねえのかよ……だってあいつロボットだろ？」
RYU_b401_015,bgm,「……なんだよ、せっかくダチになれたのに」
RYU_b401_016,bgm,「ほんとだぜ」
RYU_b401_017,bgm,「……でも、先に聞いちまってたら、今みたいに仲良くはなれなかったかもな。俺はすぐ態度に出るから」
RYU_b401_018,bgm,「なぁ、ナツ、大丈夫か？」
RYU_b401_019,bgm,「……ずっと考えてたんだけどよ、高校卒業したら、俺と一緒に会社を作らねえか？」
RYU_b401_020,bgm,「これからサルベージ屋の仕事は増える。潜水艇だけじゃ心許ないから、ダイビングの装備も揃えて……」
RYU_b401_021,bgm,「水菜萌とか凜々花も巻き込んで、みんなでやろうぜ。社長はおまえだ」
RYU_b401_022,bgm,「即答しろよー。そしたら俺、泣いてたのに」
RYU_b401_023,bgm,「水くさい事言うなよ。世話になってるのは俺の方なんだから」
RYU_b404_001,bgm,「マジでムカつくぜ、あのヤスダって野郎……」
RYU_b404_002,bgm,「俺がその場にいたら、おまえらに手を出す前にぶん殴ってやれたのに」
RYU_b404_003,bgm,「アトリはどうしてるんだ」
RYU_b404_004,bgm,「無事なんだな」
RYU_b404_005,bgm,「あー、それならたぶん平気だと思うぜ」
RYU_b404_006,bgm,「日頃の行いってやつだ」
RYU_b404_007,bgm,「変電所の設備を業者に調べて貰ったが、問題なく使えるとの事だ。電線もつながってる」
RYU_b404_008,bgm,「そういう事だ。試してみないとなんともだが」
RYU_b404_009,bgm,「で、どうする。こっちはいつでもいいぜ」
RYU_b404_010,bgm,「ああ、そうしろ」
RYU_b404_011,bg,「アトリー」
RYU_b404_012,bgm,「誰がアホだよ。おまえ、大変だったんだってなぁ」
RYU_b404_013,bgm,「わんわん泣いてたって聞いたぞ」
RYU_b404_014,bgm,「まあ、元気そうで何よりだ」
RYU_b404_015,bgm,「……おまえも容赦ねえな」
RYU_b404_016,bgm,「んだよ、まどろっこしいな。言いたい事があるなら、さっさと言えっての」
